From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	Taxonomic lineage (Ids)
UniRef100_UPI00241899BE	A0ABT6GXJ6	A0ABT6GXJ6_MYCGU	Agmatinase family protein	MNO81_24225	Mycolicibacterium gadium (Mycobacterium gadium)	388	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_UPI00247605EB	A0ABY8CMB2	A0ABY8CMB2_9HYPH	Agmatinase family protein	PYH38_001148	Sinorhizobium numidicum	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Sinorhizobium/Ensifer group (no rank), Sinorhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 82115 (family), 227292 (no rank), 28105 (genus)
UniRef100_UPI0026748AD5	A0ABT8URQ3	A0ABT8URQ3_9MYCO	Agmatinase family protein	Q2100_24275	Mycolicibacterium arseniciresistens	413	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_UPI002783098C	A0ABU0LVA0	A0ABU0LVA0_9HYPH	Agmatinase (EC 3.5.3.11)	QOZ99_003508	Ancylobacter amanitiformis	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_UPI00278AC5E1	A0ABU0BBM7	A0ABU0BBM7_9HYPH	Agmatinase (EC 3.5.3.11)	J2S75_001445	Ancylobacter polymorphus	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_UPI0028033BB0	A0ABU0ZLL9	A0ABU0ZLL9_9ACTN	Agmatinase family protein	RB614_25755	Phytohabitans maris	371	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Phytohabitans (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 907364 (genus)
UniRef100_UPI002843D725	A0ABU1DKJ0	A0ABU1DKJ0_9HYPH	Agmatinase family protein	IHQ68_18695	Chelatococcus sambhunathii	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Chelatococcaceae (family), Chelatococcus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 2036754 (family), 28209 (genus)
UniRef100_UPI002858D35D	A0ABU1JRC8	A0ABU1JRC8_9PROT	Agmatinase (EC 3.5.3.11)	E9232_003707	Inquilinus ginsengisoli	402	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Rhodospirillaceae (family), Inquilinus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204441 (order), 41295 (family), 171673 (genus)
UniRef100_UPI0029420327	A0ACH1NFB9	A0ACH1NFB9_9PROT	Agmatinase family protein	R1T41_12100	Thalassospira lucentensis	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Thalassospiraceae (family), Thalassospira (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204441 (order), 2844866 (family), 168934 (genus)
UniRef100_UPI002B20C6AE	A0ABU5RXL4	A0ABU5RXL4_9CYAN	Agmatinase (EC 3.5.3.11)	speB VB738_14730	Cyanobium gracile UHCC 0139	404	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Prochlorococcaceae (family), Cyanobium (genus), Cyanobium gracile (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1890424 (order), 2881426 (family), 167375 (genus), 59930 (species)
UniRef100_UPI002B212C4A	A0ABU5SSK4	A0ABU5SSK4_9CYAN	Agmatinase (EC 3.5.3.11)	speB VB739_02945	Cyanobium gracile UHCC 0281	404	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Prochlorococcaceae (family), Cyanobium (genus), Cyanobium gracile (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1890424 (order), 2881426 (family), 167375 (genus), 59930 (species)
UniRef100_UPI002CF7C21A	A0ABP8DGL1	A0ABP8DGL1_9ACTN	Agmatinase family protein	GCM10022255_062000	Dactylosporangium darangshiense	370	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)
UniRef100_UPI002FE9C50D	A0ABP7KGK6	A0ABP7KGK6_9RHOB	Agmatinase family protein	GCM10022404_28000	Celeribacter arenosi	417	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Celeribacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 875170 (genus)
UniRef100_UPI0030EF7E8E	A0ABW0GHG3	A0ABW0GHG3_9MICO	Agmatinase family protein	ACFPJ6_00715	Aquipuribacter nitratireducens	388	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Intrasporangiaceae (family), Aquipuribacter (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85006 (order), 85021 (family), 1433988 (genus)
UniRef100_UPI0031CDBEFC	A0ABN2KC40	A0ABN2KC40_9ACTN	Agmatinase family protein	GCM10009681_24630	Luedemannella helvata	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Luedemannella (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 349314 (genus)
UniRef100_UPI0031CF436B	A0ABN3CRX2	A0ABN3CRX2_9ACTN	Agmatinase family protein	GCM10009850_075440	Nonomuraea monospora	378	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)
UniRef100_UPI0031CF615A	A0ABW4FLG8	A0ABW4FLG8_9PSEU	Agmatinase family protein	ACFSCY_17010	Pseudonocardia aurantiaca	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Pseudonocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1847 (genus)
UniRef100_UPI0031D77493	A0ABP4YL26	A0ABP4YL26_9ACTN	Agmatinase family protein	GCM10009682_43920	Luedemannella flava	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Luedemannella (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 349314 (genus)
UniRef100_UPI0031DC9EFF	A0ABP4ARE7	A0ABP4ARE7_9PSEU	Agmatinase family protein	GCM10009559_32700	Pseudonocardia zijingensis	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Pseudonocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1847 (genus)
UniRef100_UPI0031E17D47	A0ABP7ACT2	A0ABP7ACT2_9ACTN	Agmatinase family protein	GCM10022236_34580	Microlunatus ginsengisoli	396	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Propionibacteriaceae (family), Microlunatus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85009 (order), 31957 (family), 29404 (genus)
UniRef100_UPI0031E3B7B1	A0ABP7CZK2	A0ABP7CZK2_9ACTN	Agmatinase family protein	GCM10022204_11440	Microlunatus aurantiacus	420	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Propionibacteriaceae (family), Microlunatus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85009 (order), 31957 (family), 29404 (genus)
UniRef100_UPI0031E57888	A0ABP9AD38	A0ABP9AD38_9PSEU	Agmatinase family protein	GCM10023200_08550	Actinomycetospora chlora	386	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Actinomycetospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 402649 (genus)
UniRef100_UPI0031EAA8FE	A0ABP7HKQ4	A0ABP7HKQ4_9ACTN	Agmatinase family protein	GCM10022226_16640	Sphaerisporangium flaviroseum	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)
UniRef100_UPI0031EC2983	A0ABV5UWP1	A0ABV5UWP1_9MICC	Agmatinase (EC 3.5.3.11)	speB ACFFPI_21345	Arthrobacter methylotrophus	411	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Micrococcaceae (family), Arthrobacter (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85006 (order), 1268 (family), 1663 (genus)
UniRef100_UPI0031EFE1C6	A0ABP6VUM4	A0ABP6VUM4_9ACTN	Agmatinase family protein	GCM10022419_018900	Nonomuraea rosea	379	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)
UniRef100_UPI0031F19C09	A0ABP8AN95	A0ABP8AN95_9ACTN	Agmatinase family protein	GCM10022252_19300	Streptosporangium oxazolinicum	391	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 2000 (genus)
UniRef100_UPI0031F8CA6E	A0ABP7CAT0	A0ABP7CAT0_9PSEU	Agmatinase family protein	GCM10022267_82330	Lentzea roselyniae	376	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Lentzea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 165301 (genus)
UniRef100_UPI0033BD8B43	A0ABW2NXA3	A0ABW2NXA3_9ACTN	Agmatinase family protein	ACFQSB_04145	Sphaerisporangium rhizosphaerae	389	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)
UniRef100_UPI00358EB355	A0ACH2TGE5	A0ACH2TGE5_9HYPH	Agmatinase family protein	ACEP9W_18350	Ensifer aridi	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Sinorhizobium/Ensifer group (no rank), Ensifer (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 82115 (family), 227292 (no rank), 106591 (genus)
UniRef100_UPI0035EF3877	A0ABV6C0P9	A0ABV6C0P9_9ACTN	Agmatinase family protein	ACFFRE_03695	Aciditerrimonas ferrireducens	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Acidimicrobiia (class), Acidimicrobiales (order), Acidimicrobiaceae (family), Aciditerrimonas (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 84992 (class), 84993 (order), 84994 (family), 1042325 (genus)
UniRef100_UPI0036068521	A0ABV8C061	A0ABV8C061_9PSEU	Agmatinase family protein	ACFOWZ_28275	Lentzea rhizosphaerae	376	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Lentzea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 165301 (genus)
UniRef100_UPI00360A04EB	A0ABW1K4G3	A0ABW1K4G3_9ACTN	Agmatinase family protein	ACFP2T_07985	Plantactinospora solaniradicis	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Plantactinospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 673534 (genus)
UniRef100_UPI00361B3061	A0ABW1CWJ0	A0ABW1CWJ0_9ACTN	Agmatinase family protein	ACFPZ3_35530	Nonomuraea insulae	379	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)
UniRef100_UPI00361DFC7B	A0ABW1NS25	A0ABW1NS25_9ACTN	Agmatinase family protein	ACFP1K_32980	Sphaerisporangium aureirubrum	386	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)
UniRef100_UPI00361F4121	A0ABV9ZHH1	A0ABV9ZHH1_9PSEU	Agmatinase family protein	ACFPK1_22395	Actinomycetospora rhizophila	380	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Actinomycetospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 402649 (genus)
UniRef100_UPI003623EBD5	A0ABV9CHS4	A0ABV9CHS4_9ACTN	Agmatinase family protein	ACFO60_13815	Sphaerisporangium dianthi	389	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)
UniRef100_UPI0036291029	A0ABW4VWQ5	A0ABW4VWQ5_9BACI	Agmatinase family protein	ACFSJF_04510	Ornithinibacillus salinisoli	383	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Ornithinibacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186817 (family), 484508 (genus)
UniRef100_UPI00362C65C5	A0ABW3ZLL6	A0ABW3ZLL6_9RHOB	Agmatinase family protein	ACFQ4E_16565	Litorisediminicola beolgyonensis	418	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Litorisediminicola (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 31989 (family), 1523153 (genus)
UniRef100_UPI0036371CC5	A0ABW3EH43	A0ABW3EH43_9ACTN	Agmatinase family protein	ACFQ11_04480	Actinomadura sediminis	398	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)
UniRef100_UPI003639B291	A0ABW3Z8G1	A0ABW3Z8G1_9HYPH	Agmatinase family protein	ACFQ4O_10670	Methylopila musalis	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Methylopilaceae (family), Methylopila (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 3149309 (family), 61653 (genus)
UniRef100_UPI003796748D	A0ABW7ZAB6	A0ABW7ZAB6_9ACTN	Agmatinase family protein	ACIBG2_47395	Nonomuraea typhae	378	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)
UniRef100_UPI003984D43A	A0ACG4IBG4	A0ACG4IBG4_9CHRO	Agmatinase (EC 3.5.3.11)	speB ACLNEE_08960	Aphanothece stagnina RSMan2012	396	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Aphanothecaceae (family), Aphanothece (genus), Aphanothece stagnina (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890450 (family), 1121 (genus), 1004305 (species)
